Date,Open,High,Low,Close,Volume,Adj Close
2013-08-23,3433.23,3469.36,3423.24,3456.95,000,3456.95
2013-08-22,3404.35,3443.32,3404.22,3433.23,000,3433.23
2013-08-21,3432.85,3433.06,3402.10,3404.35,000,3404.35
2013-08-20,3442.21,3442.21,3406.87,3432.85,000,3432.85
2013-08-19,3456.02,3460.21,3435.70,3442.20,000,3442.20
2013-08-16,3443.58,3456.89,3434.22,3456.02,000,3456.02
2013-08-15,3503.86,3504.03,3433.82,3443.58,000,3443.58
2013-08-14,3515.07,3522.30,3501.18,3503.86,000,3503.86
2013-08-13,3497.37,3520.18,3495.54,3515.07,000,3515.07
2013-08-12,3502.47,3510.39,3484.51,3497.37,000,3497.37
2013-08-09,3477.00,3511.54,3477.00,3502.47,000,3502.47
2013-08-08,3464.72,3491.00,3464.67,3477.00,000,3477.00
2013-08-07,3511.02,3519.12,3464.72,3464.72,000,3464.72
2013-08-06,3520.83,3525.63,3491.11,3511.02,000,3511.02
2013-08-05,3531.18,3549.93,3506.82,3520.83,000,3520.83
2013-08-02,3543.70,3551.37,3518.19,3531.17,000,3531.17
2013-08-01,3509.94,3543.69,3504.15,3543.69,000,3543.69
2013-07-31,3486.12,3528.04,3479.47,3509.94,000,3509.94
2013-07-30,3478.11,3499.16,3478.11,3486.11,000,3486.11
2013-07-29,3475.17,3500.37,3470.48,3478.11,000,3478.11
2013-07-26,3491.11,3511.72,3465.77,3475.18,000,3475.18
2013-07-25,3507.74,3509.87,3467.70,3491.11,000,3491.11
2013-07-24,3497.02,3527.96,3489.16,3507.73,000,3507.73
2013-07-23,3509.04,3526.07,3497.02,3497.02,000,3497.02
2013-07-22,3511.20,3518.75,3501.26,3509.04,000,3509.04
2013-07-19,3513.13,3513.46,3493.90,3511.20,000,3511.20
2013-07-18,3481.83,3523.31,3474.51,3513.13,000,3513.13
2013-07-17,3473.44,3491.74,3453.17,3481.83,000,3481.83
2013-07-16,3489.40,3498.42,3473.44,3473.44,000,3473.44
2013-07-15,3468.85,3498.74,3468.85,3489.41,000,3489.41
2013-07-12,3465.92,3486.05,3465.92,3468.85,000,3468.85
2013-07-11,3444.94,3486.36,3444.94,3465.92,000,3465.92
2013-07-10,3451.35,3460.39,3426.11,3444.95,000,3444.95
2013-07-09,3417.84,3458.45,3417.84,3451.35,000,3451.35
2013-07-08,3377.60,3430.49,3377.60,3417.84,000,3417.84
2013-07-05,3399.60,3438.26,3371.61,3377.60,000,3377.60
2013-07-04,3301.79,3401.78,3301.79,3399.60,000,3399.60
2013-07-03,3336.54,3336.54,3279.47,3301.79,000,3301.79
2013-07-02,3338.61,3341.48,3317.51,3336.53,000,3336.53
2013-07-01,3289.70,3342.10,3289.70,3338.61,000,3338.61
2013-06-28,3302.11,3315.39,3283.92,3289.71,000,3289.71
2013-06-27,3260.28,3314.73,3260.21,3302.12,000,3302.12
2013-06-26,3226.94,3266.37,3221.98,3260.28,000,3260.28
2013-06-25,3188.09,3231.96,3188.09,3226.94,000,3226.94
2013-06-24,3236.60,3244.49,3186.19,3188.09,000,3188.09
2013-06-21,3260.00,3302.95,3236.60,3236.60,000,3236.60
2013-06-20,3356.43,3356.43,3252.83,3260.01,000,3260.01
2013-06-19,3367.07,3371.32,3343.13,3356.42,000,3356.42
2013-06-18,3344.76,3378.22,3335.95,3367.08,000,3367.08
2013-06-17,3331.41,3363.68,3331.41,3344.76,000,3344.76
2013-06-14,3324.47,3348.24,3322.81,3331.41,000,3331.41
2013-06-13,3325.98,3327.54,3276.55,3324.47,000,3324.47
2013-06-12,3345.62,3358.07,3324.34,3325.98,000,3325.98
2013-06-11,3380.63,3380.91,3316.79,3345.62,000,3345.62
2013-06-10,3384.57,3390.95,3369.83,3380.62,000,3380.62
2013-06-07,3345.22,3389.46,3335.59,3384.56,000,3384.56
2013-06-06,3387.89,3396.20,3345.23,3345.23,000,3345.23
2013-06-05,3459.37,3459.37,3387.90,3387.90,000,3387.90
2013-06-04,3443.62,3470.62,3443.62,3459.37,000,3459.37
2013-06-03,3473.81,3473.81,3437.84,3443.62,000,3443.62
2013-05-31,3509.72,3509.90,3469.47,3473.82,000,3473.82
2013-05-30,3494.74,3509.72,3486.73,3509.72,000,3509.72
2013-05-29,3562.67,3562.67,3491.65,3494.74,000,3494.74
2013-05-28,3506.56,3576.01,3506.56,3562.66,000,3562.66
2013-05-24,3529.23,3540.68,3500.42,3506.56,000,3506.56
2013-05-23,3604.73,3604.73,3509.89,3529.23,000,3529.23
2013-05-22,3587.85,3621.90,3576.09,3604.73,000,3604.73
2013-05-21,3563.05,3587.85,3558.19,3587.85,000,3587.85
2013-05-20,3547.38,3563.05,3541.15,3563.05,000,3563.05
2013-05-17,3527.34,3548.39,3519.86,3547.38,000,3547.38
2013-05-16,3526.54,3539.16,3522.21,3527.33,000,3527.33
2013-05-15,3519.54,3529.99,3512.62,3526.54,000,3526.54
2013-05-14,3492.65,3519.54,3486.58,3519.54,000,3519.54
2013-05-13,3490.01,3493.84,3478.01,3492.65,000,3492.65
2013-05-10,3473.99,3495.37,3473.59,3490.01,000,3490.01
2013-05-09,3466.76,3475.13,3461.10,3473.99,000,3473.99
2013-05-08,3451.52,3468.28,3447.18,3466.76,000,3466.76
2013-05-07,3435.66,3455.70,3435.66,3451.52,000,3451.52
2013-05-03,3402.90,3446.01,3399.03,3435.66,000,3435.66
2013-05-02,3402.27,3407.31,3377.03,3402.91,000,3402.91
2013-05-01,3390.18,3411.50,3389.90,3402.27,000,3402.27
2013-04-30,3403.54,3417.12,3380.12,3390.18,000,3390.18
2013-04-29,3388.74,3403.54,3385.22,3403.54,000,3403.54
2013-04-26,3397.11,3397.11,3374.57,3388.74,000,3388.74
2013-04-25,3388.25,3405.95,3380.87,3397.11,000,3397.11
2013-04-24,3374.13,3391.60,3368.80,3388.25,000,3388.25
2013-04-23,3310.47,3374.13,3309.68,3374.13,000,3374.13
2013-04-22,3314.00,3341.39,3300.15,3310.47,000,3310.47
2013-04-19,3292.52,3314.68,3292.52,3314.00,000,3314.00
2013-04-18,3292.19,3309.92,3282.89,3292.53,000,3292.53
2013-04-17,3323.50,3338.11,3283.65,3292.19,000,3292.19
2013-04-16,3343.56,3343.56,3318.53,3323.50,000,3323.50
2013-04-15,3367.49,3367.50,3322.39,3343.56,000,3343.56
2013-04-12,3383.86,3383.86,3359.49,3367.49,000,3367.49
2013-04-11,3364.78,3387.51,3360.51,3383.86,000,3383.86
2013-04-10,3324.98,3372.85,3324.95,3364.78,000,3364.78
2013-04-09,3306.04,3330.12,3306.04,3324.98,000,3324.98
2013-04-08,3292.67,3314.20,3292.66,3306.04,000,3306.04
2013-04-05,3344.40,3347.74,3275.94,3292.67,000,3292.67
2013-04-04,3385.25,3387.77,3342.73,3344.40,000,3344.40
2013-04-03,3420.02,3420.58,3383.19,3385.25,000,3385.25
2013-04-02,3380.63,3424.91,3379.48,3420.02,000,3420.02
2013-03-28,3367.32,3395.56,3365.23,3380.64,000,3380.64
2013-03-27,3376.87,3387.29,3347.16,3367.33,000,3367.33
2013-03-26,3366.39,3379.61,3361.78,3376.88,000,3376.88
2013-03-25,3372.79,3407.59,3361.23,3366.38,000,3366.38
2013-03-22,3371.95,3389.32,3363.64,3372.79,000,3372.79
2013-03-21,3393.51,3394.61,3359.16,3371.96,000,3371.96
2013-03-20,3397.56,3414.30,3388.65,3393.51,000,3393.51
2013-03-19,3406.67,3414.99,3384.89,3397.56,000,3397.56
2013-03-18,3422.11,3422.11,3371.31,3406.66,000,3406.66
2013-03-15,3438.73,3440.89,3412.79,3422.11,000,3422.11
2013-03-14,3413.16,3439.66,3412.17,3438.73,000,3438.73
2013-03-13,3427.85,3427.87,3392.91,3413.15,000,3413.15
2013-03-12,3424.63,3439.60,3419.61,3427.86,000,3427.86
2013-03-11,3415.55,3477.41,3372.76,3424.63,000,3424.63
2013-03-08,3393.20,3418.82,3393.20,3415.55,000,3415.55
2013-03-07,3387.42,3402.29,3387.42,3393.20,000,3393.20
2013-03-06,3386.61,3402.39,3382.29,3387.42,000,3387.42
2013-03-05,3341.46,3389.15,3341.24,3386.61,000,3386.61
2013-03-04,3358.29,3358.57,3334.87,3341.46,000,3341.46
2013-03-01,3349.39,3365.15,3325.64,3358.29,000,3358.29
2013-02-28,3331.07,3354.51,3331.04,3349.39,000,3349.39
2013-02-27,3302.80,3335.21,3302.71,3331.08,000,3331.08
2013-02-26,3345.84,3345.84,3295.01,3302.80,000,3302.80
2013-02-25,3336.19,3362.61,3329.98,3345.84,000,3345.84
2013-02-22,3312.92,3342.37,3312.91,3336.18,000,3336.18
2013-02-21,3365.96,3365.96,3305.21,3312.91,000,3312.91
2013-02-20,3355.15,3374.36,3350.73,3365.96,000,3365.96
2013-02-19,3322.72,3358.13,3318.20,3355.15,000,3355.15
2013-02-18,3329.02,3329.94,3317.48,3322.72,000,3322.72
2013-02-15,3326.71,3339.10,3317.42,3329.02,000,3329.02
2013-02-14,3344.58,3346.95,3314.33,3326.71,000,3326.71
2013-02-13,3330.80,3356.15,3318.15,3344.58,000,3344.58
2013-02-12,3299.89,3330.80,3291.86,3330.80,000,3330.80
2013-02-11,3294.28,3308.13,3288.52,3299.88,000,3299.88
2013-02-08,3275.65,3300.26,3275.65,3294.27,000,3294.27
2013-02-07,3306.27,3315.37,3270.07,3275.65,000,3275.65
2013-02-06,3297.17,3318.79,3291.46,3306.27,000,3306.27
2013-02-05,3278.93,3303.34,3277.48,3297.17,000,3297.17
2013-02-04,3327.24,3327.28,3275.01,3278.93,000,3278.93
2013-02-01,3287.38,3330.12,3286.96,3327.24,000,3327.24
2013-01-31,3308.60,3308.60,3287.38,3287.38,000,3287.38
2013-01-30,3317.96,3324.01,3304.64,3308.56,000,3308.56
2013-01-29,3299.04,3320.91,3293.33,3317.97,000,3317.97
2013-01-28,3294.39,3306.63,3291.39,3299.04,000,3299.04
2013-01-25,3283.10,3294.38,3275.41,3294.38,000,3294.38
2013-01-24,3248.62,3285.64,3243.79,3283.10,000,3283.10
2013-01-23,3241.28,3250.20,3240.17,3248.62,000,3248.62
2013-01-22,3243.30,3245.77,3226.73,3241.28,000,3241.28
2013-01-21,3229.55,3243.30,3229.52,3243.30,000,3243.30
2013-01-18,3216.23,3237.26,3216.03,3229.55,000,3229.55
2013-01-17,3200.49,3217.46,3193.55,3216.23,000,3216.23
2013-01-16,3206.80,3206.80,3186.34,3200.49,000,3200.49
2013-01-15,3201.96,3206.79,3192.50,3206.79,000,3206.79
2013-01-14,3209.56,3215.30,3200.53,3201.96,000,3201.96
2013-01-11,3198.28,3209.56,3197.29,3209.56,000,3209.56
2013-01-10,3195.91,3207.05,3192.99,3198.28,000,3198.28
2013-01-09,3173.14,3201.60,3173.13,3195.92,000,3195.92
2013-01-08,3180.95,3190.90,3173.14,3173.14,000,3173.14
2013-01-07,3191.09,3191.93,3178.24,3180.95,000,3180.95
2013-01-04,3170.26,3191.10,3165.03,3191.10,000,3191.10
2013-01-03,3159.65,3172.34,3155.45,3170.26,000,3170.26
2013-01-02,3093.40,3167.77,3093.40,3159.65,000,3159.65
2012-12-31,3105.00,3105.01,3081.71,3093.41,000,3093.41
2012-12-28,3118.98,3129.26,3100.11,3105.01,000,3105.01
2012-12-27,3118.56,3139.14,3113.00,3118.98,000,3118.98
2012-12-24,3111.17,3119.82,3110.01,3118.56,000,3118.56
2012-12-21,3121.27,3121.27,3088.85,3111.17,000,3111.17
2012-12-20,3122.32,3126.67,3117.22,3121.27,000,3121.27
2012-12-19,3106.57,3129.19,3106.57,3122.32,000,3122.32
2012-12-18,3093.05,3111.18,3092.86,3106.57,000,3106.57
2012-12-17,3098.41,3099.34,3078.66,3093.05,000,3093.05
2012-12-14,3100.57,3108.42,3095.42,3098.41,000,3098.41
2012-12-13,3108.25,3109.24,3095.33,3100.57,000,3100.57
2012-12-12,3097.63,3109.52,3093.69,3108.25,000,3108.25
2012-12-11,3095.80,3104.01,3089.91,3097.63,000,3097.63
2012-12-10,3092.53,3096.48,3080.48,3095.80,000,3095.80
2012-12-07,3085.32,3095.49,3079.72,3092.52,000,3092.52
2012-12-06,3079.33,3095.99,3078.73,3085.32,000,3085.32
2012-12-05,3067.16,3084.46,3067.16,3079.33,000,3079.33
2012-12-04,3067.07,3074.33,3058.67,3067.16,000,3067.16
2012-12-03,3065.30,3082.66,3061.69,3067.07,000,3067.07
2012-11-30,3066.40,3083.13,3062.52,3065.30,000,3065.30
2012-11-29,3031.77,3072.29,3031.77,3066.40,000,3066.40
2012-11-28,3029.47,3033.04,3007.21,3031.77,000,3031.77
2012-11-27,3022.89,3040.32,3022.89,3029.47,000,3029.47
2012-11-26,3038.77,3038.77,3016.74,3022.89,000,3022.89
2012-11-23,3025.27,3043.72,3020.71,3038.77,000,3038.77
2012-11-22,3005.02,3027.07,3005.02,3025.27,000,3025.27
2012-11-21,3004.51,3008.84,2994.22,3005.02,000,3005.02
2012-11-20,2997.32,3006.19,2982.92,3004.52,000,3004.52
2012-11-19,2932.72,2997.90,2932.72,2997.32,000,2997.32
2012-11-16,2968.63,2971.03,2932.72,2932.72,000,2932.72
2012-11-15,2989.03,2989.03,2966.09,2968.63,000,2968.63
2012-11-14,3020.46,3020.46,2988.66,2989.03,000,2989.03
2012-11-13,3012.59,3020.45,2984.88,3020.45,000,3020.45
2012-11-12,3014.98,3025.86,3011.35,3012.59,000,3012.59
2012-11-09,3019.85,3024.80,2989.62,3014.98,000,3014.98
2012-11-08,3028.97,3044.89,3018.16,3019.85,000,3019.85
2012-11-07,3074.52,3092.98,3028.07,3028.97,000,3028.97
2012-11-06,3052.41,3074.52,3052.37,3074.52,000,3074.52
2012-11-05,3068.72,3068.72,3046.05,3052.42,000,3052.42
2012-11-02,3064.74,3079.60,3056.86,3068.72,000,3068.72
2012-11-01,3024.40,3066.97,3022.46,3064.73,000,3064.73
2012-10-31,3054.98,3063.02,3024.40,3024.40,000,3024.40
2012-10-30,3029.49,3055.38,3029.40,3054.98,000,3054.98
2012-10-29,3034.74,3037.46,3012.88,3029.49,000,3029.49
2012-10-26,3035.89,3039.89,3009.25,3034.74,000,3034.74
2012-10-25,3035.89,3035.89,3035.89,3035.89,000,3035.89
2012-10-24,3029.80,3040.98,3018.61,3031.90,000,3031.90
2012-10-23,3072.77,3077.61,3025.62,3029.81,000,3029.81
2012-10-22,3079.65,3086.01,3066.91,3072.77,000,3072.77
2012-10-19,3088.96,3090.46,3078.14,3079.65,000,3079.65
2012-10-18,3085.24,3092.93,3078.94,3088.95,000,3088.95
2012-10-17,3065.15,3087.22,3064.53,3085.24,000,3085.24
2012-10-16,3031.62,3068.40,3031.62,3065.15,000,3065.15
2012-10-15,3025.63,3042.35,3022.19,3031.62,000,3031.62
2012-10-12,3043.58,3043.58,3025.62,3025.62,000,3025.62
2012-10-11,3017.76,3051.77,3012.76,3043.58,000,3043.58
2012-10-10,3035.53,3035.62,3017.76,3017.76,000,3017.76
2012-10-09,3051.62,3058.77,3028.70,3035.52,000,3035.52
2012-10-08,3067.74,3067.74,3040.18,3051.62,000,3051.62
2012-10-05,3044.73,3074.57,3044.73,3067.73,000,3067.73
2012-10-04,3041.11,3054.91,3031.19,3044.74,000,3044.74
2012-10-03,3034.59,3044.42,3021.96,3041.11,000,3041.11
2012-10-02,3038.34,3049.33,3019.72,3034.58,000,3034.58
2012-10-01,2998.86,3048.81,2997.15,3038.34,000,3038.34
2012-09-28,3015.83,3029.92,2998.02,2998.86,000,2998.86
2012-09-27,3010.10,3027.52,3007.54,3015.83,000,3015.83
2012-09-26,3057.52,3057.52,3002.10,3010.10,000,3010.10
2012-09-25,3047.13,3061.89,3042.23,3057.52,000,3057.52
2012-09-24,3055.02,3055.04,3031.54,3047.13,000,3047.13
2012-09-21,3054.85,3071.76,3049.15,3055.02,000,3055.02
2012-09-20,3071.49,3071.49,3039.99,3054.85,000,3054.85
2012-09-19,3061.14,3074.22,3058.84,3071.49,000,3071.49
2012-09-18,3077.76,3077.76,3047.91,3061.14,000,3061.14
2012-09-17,3088.58,3088.60,3072.95,3077.76,000,3077.76
2012-09-14,3036.49,3097.56,3036.49,3088.57,000,3088.57
2012-09-13,3018.34,3039.26,3012.86,3036.49,000,3036.49
2012-09-12,3021.72,3036.00,3006.74,3018.34,000,3018.34
2012-09-11,3024.48,3024.48,3007.70,3021.72,000,3021.72
2012-09-10,3023.99,3030.69,3015.65,3024.48,000,3024.48
2012-09-07,3011.00,3027.53,3009.42,3023.99,000,3023.99
2012-09-06,2949.81,3014.74,2949.81,3011.00,000,3011.00
2012-09-05,2955.63,2957.09,2938.38,2949.81,000,2949.81
2012-09-04,2996.55,2996.56,2949.21,2955.62,000,2955.62
2012-09-03,2972.63,2996.54,2967.67,2996.54,000,2996.54
2012-08-31,2973.11,2996.36,2968.44,2972.63,000,2972.63
2012-08-30,2985.95,2985.96,2966.43,2973.11,000,2973.11
2012-08-29,2999.75,2999.78,2982.63,2985.95,000,2985.95
2012-08-28,3002.62,3003.87,2988.03,2999.75,000,2999.75
2012-08-24,3003.12,3009.29,2984.47,3002.62,000,3002.62
2012-08-23,3002.94,3019.78,2997.47,3003.12,000,3003.12
2012-08-22,3045.02,3045.02,3001.12,3002.95,000,3002.95
2012-08-21,3027.34,3051.73,3027.34,3045.01,000,3045.01
2012-08-20,3042.06,3045.31,3018.04,3027.34,000,3027.34
2012-08-17,3029.73,3042.06,3029.67,3042.06,000,3042.06
2012-08-16,3029.07,3035.69,3019.26,3029.73,000,3029.73
2012-08-15,3043.19,3043.19,3023.10,3029.07,000,3029.07
2012-08-14,3025.76,3047.20,3025.75,3043.19,000,3043.19
2012-08-13,3033.58,3035.60,3016.94,3025.76,000,3025.76
2012-08-10,3033.58,3033.58,3033.58,3033.58,000,3033.58
2012-08-09,3035.23,3035.23,3035.23,3035.23,000,3035.23
2012-08-08,3031.41,3031.41,3031.41,3031.41,000,3031.41
2012-08-07,3029.93,3029.93,3029.93,3029.93,000,3029.93
2012-08-06,3014.53,3014.53,3014.53,3014.53,000,3014.53
2012-08-03,3000.51,3000.51,3000.51,3000.51,000,3000.51
2012-08-02,2937.12,2937.12,2937.12,2937.12,000,2937.12
2012-08-01,2963.29,2963.29,2963.29,2963.29,000,2963.29
2012-07-31,2927.27,2927.27,2927.27,2927.27,000,2927.27
2012-07-30,2956.53,2956.53,2956.53,2956.53,000,2956.53
2012-07-27,2924.70,2924.70,2924.70,2924.70,000,2924.70
2012-07-26,2896.14,2896.14,2896.14,2896.14,000,2896.14
2012-07-25,2856.91,2856.91,2856.91,2856.91,000,2856.91
2012-07-24,2857.63,2857.63,2857.63,2857.63,000,2857.63
2012-07-23,2873.37,2873.37,2873.37,2873.37,000,2873.37
2012-07-20,2935.15,2935.15,2935.15,2935.15,000,2935.15
2012-07-19,2965.63,2965.63,2965.63,2965.63,000,2965.63
2012-07-18,2947.15,2947.15,2947.15,2947.15,000,2947.15
2012-07-17,2919.69,2919.69,2919.69,2919.69,000,2919.69
2012-07-16,2936.60,2936.60,2936.60,2936.60,000,2936.60
2012-07-13,2937.15,2937.15,2937.15,2937.15,000,2937.15
2012-07-12,2907.31,2907.31,2907.31,2907.31,000,2907.31
2012-07-11,2933.95,2933.95,2933.95,2933.95,000,2933.95
2012-07-10,2937.19,2937.19,2937.19,2937.19,000,2937.19
2012-07-09,2918.16,2918.16,2918.16,2918.16,000,2918.16
2012-07-06,2936.85,2936.85,2936.85,2936.85,000,2936.85
2012-07-05,2952.19,2952.19,2952.19,2952.19,000,2952.19
2012-07-04,2949.57,2949.57,2949.57,2949.57,000,2949.57
2012-07-03,2951.72,2951.72,2951.72,2951.72,000,2951.72
2012-07-02,2927.12,2927.12,2927.12,2927.12,000,2927.12
2012-06-29,2891.45,2891.45,2891.45,2891.45,000,2891.45
2012-06-28,2848.00,2848.00,2848.00,2848.00,000,2848.00
2012-06-27,2863.33,2863.33,2863.33,2863.33,000,2863.33
2012-06-26,2826.40,2826.40,2826.40,2826.40,000,2826.40
2012-06-25,2828.05,2828.05,2828.05,2828.05,000,2828.05
2012-06-22,2861.52,2861.52,2861.52,2861.52,000,2861.52
2012-06-21,2889.09,2889.09,2889.09,2889.09,000,2889.09
2012-06-20,2916.72,2916.72,2916.72,2916.72,000,2916.72
2012-06-19,2895.44,2895.44,2895.44,2895.44,000,2895.44
2012-06-18,2847.84,2847.84,2847.84,2847.84,000,2847.84
2012-06-15,2842.44,2842.44,2842.44,2842.44,000,2842.44
2012-06-14,2831.47,2831.47,2831.47,2831.47,000,2831.47
2012-06-13,2837.66,2837.66,2837.66,2837.66,000,2837.66
2012-06-12,2834.04,2834.04,2834.04,2834.04,000,2834.04
2012-06-11,2819.77,2819.77,2819.77,2819.77,000,2819.77
2012-06-08,2822.17,2822.17,2822.17,2822.17,000,2822.17
2012-06-07,2829.37,2829.37,2829.37,2829.37,000,2829.37
2012-06-06,2795.61,2795.61,2795.61,2795.61,000,2795.61
2012-06-01,2732.65,2732.65,2732.65,2732.65,000,2732.65
2012-05-31,2767.09,2767.09,2767.09,2767.09,000,2767.09
2012-05-30,2754.47,2754.47,2754.47,2754.47,000,2754.47
2012-05-29,2801.91,2801.91,2801.91,2801.91,000,2801.91
2012-05-28,2781.34,2781.34,2781.34,2781.34,000,2781.34
2012-05-25,2775.86,2775.86,2775.86,2775.86,000,2775.86
2012-05-24,2777.12,2777.12,2777.12,2777.12,000,2777.12
2012-05-23,2736.48,2736.48,2736.48,2736.48,000,2736.48
2012-05-22,2804.68,2804.68,2804.68,2804.68,000,2804.68
2012-05-21,2755.64,2755.64,2755.64,2755.64,000,2755.64
2012-05-18,2739.20,2739.20,2739.20,2739.20,000,2739.20
2012-05-17,2776.65,2776.65,2776.65,2776.65,000,2776.65
2012-05-16,2809.41,2809.41,2809.41,2809.41,000,2809.41
2012-05-15,2826.01,2826.01,2826.01,2826.01,000,2826.01
2012-05-14,2841.63,2841.63,2841.63,2841.63,000,2841.63
2012-05-11,2897.79,2897.79,2897.79,2897.79,000,2897.79
2012-05-10,2881.50,2881.50,2881.50,2881.50,000,2881.50
2012-05-09,2869.65,2869.65,2869.65,2869.65,000,2869.65
2012-05-08,2883.78,2883.78,2883.78,2883.78,000,2883.78
2012-05-04,2938.16,2938.16,2938.16,2938.16,000,2938.16
2012-05-03,2999.54,2999.54,2999.54,2999.54,000,2999.54
2012-05-02,2995.58,2995.58,2995.58,2995.58,000,2995.58
2012-05-01,3020.60,3020.60,3020.60,3020.60,000,3020.60
2012-04-30,2984.67,2984.67,2984.67,2984.67,000,2984.67
2012-04-27,3003.97,3003.97,3003.97,3003.97,000,3003.97
2012-04-26,2987.03,2987.03,2987.03,2987.03,000,2987.03
2012-04-25,2973.03,2973.03,2973.03,2973.03,000,2973.03
2012-04-24,2966.39,2966.39,2966.39,2966.39,000,2966.39
2012-04-23,2944.06,2944.06,2944.06,2944.06,000,2944.06
2012-04-20,3000.68,3000.68,3000.68,3000.68,000,3000.68
2012-04-19,2987.79,2987.79,2987.79,2987.79,000,2987.79
2012-04-18,2988.41,2988.41,2988.41,2988.41,000,2988.41
2012-04-17,2997.65,2997.65,2997.65,2997.65,000,2997.65
2012-04-16,2947.36,2947.36,2947.36,2947.36,000,2947.36
2012-04-13,2943.05,2943.05,2943.05,2943.05,000,2943.05
2012-04-12,2972.30,2972.30,2972.30,2972.30,000,2972.30
2012-04-11,2932.13,2932.13,2932.13,2932.13,000,2932.13
2012-04-10,2911.34,2911.34,2911.34,2911.34,000,2911.34
2012-04-05,2977.03,2977.03,2977.03,2977.03,000,2977.03
2012-04-04,2967.02,2967.02,2967.02,2967.02,000,2967.02
2012-04-03,3036.97,3036.97,3036.97,3036.97,000,3036.97
2012-04-02,3053.42,3053.42,3053.42,3053.42,000,3053.42
2012-03-30,3002.78,3002.78,3002.78,3002.78,000,3002.78
2012-03-29,2987.10,2987.10,2987.10,2987.10,000,2987.10
2012-03-28,3022.38,3022.38,3022.38,3022.38,000,3022.38
2012-03-27,3053.20,3053.20,3053.20,3053.20,000,3053.20
2012-03-26,3068.61,3068.61,3068.61,3068.61,000,3068.61
2012-03-23,3041.59,3041.59,3041.59,3041.59,000,3041.59
2012-03-22,3036.96,3036.96,3036.96,3036.96,000,3036.96
2012-03-21,3061.07,3061.07,3061.07,3061.07,000,3061.07
2012-03-20,3059.91,3059.91,3059.91,3059.91,000,3059.91
2012-03-19,3095.88,3095.88,3095.88,3095.88,000,3095.88
2012-03-16,3098.09,3098.09,3098.09,3098.09,000,3098.09
2012-03-15,3084.51,3084.51,3084.51,3084.51,000,3084.51
2012-03-14,3088.34,3088.34,3088.34,3088.34,000,3088.34
2012-03-13,3092.66,3092.66,3092.66,3092.66,000,3092.66
2012-03-12,3057.90,3057.90,3057.90,3057.90,000,3057.90
2012-03-09,3054.31,3054.31,3054.31,3054.31,000,3054.31
2012-03-08,3039.39,3039.39,3039.39,3039.39,000,3039.39
2012-03-07,3002.91,3002.91,3002.91,3002.91,000,3002.91
2012-03-06,2986.54,2986.54,2986.54,2986.54,000,2986.54
2012-03-05,3044.53,3044.53,3044.53,3044.53,000,3044.53
2012-03-02,3065.11,3065.11,3065.11,3065.11,000,3065.11
2012-03-01,3073.69,3073.69,3073.69,3073.69,000,3073.69
2012-02-29,3043.91,3043.91,3043.91,3043.91,000,3043.91
2012-02-28,3071.62,3071.62,3071.62,3071.62,000,3071.62
2012-02-27,3063.96,3063.96,3063.96,3063.96,000,3063.96
2012-02-24,3074.65,3074.65,3074.65,3074.65,000,3074.65
2012-02-23,3074.94,3074.94,3074.94,3074.94,000,3074.94
2012-02-22,3063.47,3063.47,3063.47,3063.47,000,3063.47
2012-02-21,3066.01,3066.01,3066.01,3066.01,000,3066.01
2012-02-20,3075.12,3075.12,3075.12,3075.12,000,3075.12
2012-02-17,3053.05,3053.05,3053.05,3053.05,000,3053.05
2012-02-16,3040.14,3040.14,3040.14,3040.14,000,3040.14
2012-02-15,3046.42,3046.42,3046.42,3046.42,000,3046.42
2012-02-14,3048.47,3048.47,3048.47,3048.47,000,3048.47
2012-02-13,3052.15,3052.15,3052.15,3052.15,000,3052.15
2012-02-10,3024.62,3024.62,3024.62,3024.62,000,3024.62
2012-02-09,3046.11,3046.11,3046.11,3046.11,000,3046.11
2012-02-08,3034.15,3034.15,3034.15,3034.15,000,3034.15
2012-02-07,3041.57,3041.57,3041.57,3041.57,000,3041.57
2012-02-06,3043.62,3043.62,3043.62,3043.62,000,3043.62
2012-02-03,3047.42,3047.42,3047.42,3047.42,000,3047.42
2012-02-02,2995.51,2995.51,2995.51,2995.51,000,2995.51
2012-02-01,2990.34,2990.34,2990.34,2990.34,000,2990.34
2012-01-31,2932.91,2932.91,2932.91,2932.91,000,2932.91
2012-01-30,2925.65,2925.65,2925.65,2925.65,000,2925.65
2012-01-27,2958.86,2958.86,2958.86,2958.86,000,2958.86
2012-01-26,2987.74,2987.74,2987.74,2987.74,000,2987.74
2012-01-25,2949.97,2949.97,2949.97,2949.97,000,2949.97
2012-01-24,2962.12,2962.12,2962.12,2962.12,000,2962.12
2012-01-23,2980.33,2980.33,2980.33,2980.33,000,2980.33
2012-01-20,2954.79,2954.79,2954.79,2954.79,000,2954.79
2012-01-19,2959.40,2959.40,2959.40,2959.40,000,2959.40
2012-01-18,2937.11,2937.11,2937.11,2937.11,000,2937.11
2012-01-17,2930.34,2930.34,2930.34,2930.34,000,2930.34
2012-01-16,2909.96,2909.96,2909.96,2909.96,000,2909.96
2012-01-13,2899.91,2899.91,2899.91,2899.91,000,2899.91
2012-01-12,2911.48,2911.48,2911.48,2911.48,000,2911.48
2012-01-11,2911.30,2911.30,2911.30,2911.30,000,2911.30
2012-01-10,2921.90,2921.90,2921.90,2921.90,000,2921.90
